freebaseID,name
/m/07s8n27,Makonde people
/m/02k1vf,Powhatan
/m/0630vt,Apalachee people
/m/038cy,Germanic peoples
/m/03gq7tt,Hän people
/m/02pxd5,Beni Ḥassān
/m/02254f,Nahuas
/m/0k2ln9t,Ukrainians in Hungary
/m/09pjs6,Mascouten
/m/0464gxq,Kumo Xi
/m/09snn4,West Slavs
/m/0gfj1hr,Bergitka Roma
/m/0119126h,Armenians in Hungary
/m/02z154r,Atacameños
/m/0421wf1,Xokleng people
/m/02vf8s,Fijians
/m/0774cr,Bafour
/m/0p3q9km,Shehni
/m/0fr3k,Muscogee
/m/02lwr2,Calusa
/m/05l5hh,Timucua
/m/0443q7,Krashovani
/m/036p3f,Bubi people
/m/04mwbb,Bukharan Jews
/m/03sg11,Krivich
/m/03c8vzn,Czech Canadians
/m/04g1jdt,Chagatai people
/m/0g6k0p,Croatian Peruvians
/m/047d03w,Croatian Brazilians
/m/03csd1g,Mal people
/m/0w3s,Achaeans
/m/012r7zc1,Tapajós Indians
/m/0bgr3_,Vellalar
/m/09vt39,Portuguese Burghers
/m/027qxq8,Tupuri people
/m/02p73xj,Tamil Muslim
/m/025st7p,Chimariko
/m/01bw2f,Indigenous people in Canada
/m/05q70y,Toucouleur people
/m/02ps1_7,Inughuit
/m/09v991,Murle people
/m/064b9n,Omaha people
/m/056y3p,Tsuut'ina Nation
/m/031f24,Rusyns
/m/0466jwz,Ixil people
/m/03gzxvj,Ye'kuana people
/m/05d5z8,Mazahua pobres
/m/07ygd9,Meru people
/m/027zwhd,Lunda people
/m/01fy75,Dai people
/m/09mnvv,Indigenous peoples of the Northeastern Woodlands
/m/07f7h7,Sara people
/m/03bzs11,Bru people
/m/090jx0,Caipira
/m/03ywzz,Kaqchikel people
/m/09k4cbp,Phunoi people
/m/08yyxw,Hirpini
/m/0dqrdh,Pa'O people
/m/04nbqd,Indo people
/m/0cd3pz,Chontal Maya people
/m/02rmdg_,Neofiti
/m/02rdjy7,Sakuye people
/m/0gmd43z,Aikanã
/m/0ct7tx,Xo Dang people
/m/0266ctz,Nakh peoples
/m/09c0vq,Bicolano people
/m/05nbz_,Dörbets
/m/0dnbl9,Bahnar people
/m/0773nv,Greek Muslims
/m/066w8_,Khmer Krom
/m/032cq7,Chitimacha
/m/05dr6r,Muong people
/m/02whq8,Nùng people
/m/08k5jg,Navajo
/m/0bbybwt,Zargari people
/m/0416200,Kazakh American
/m/0d8qh0,Indonesian Americans
/m/06w6mrq,Lebanese Uruguayans
/m/0ftlzz,Luxembourgish Americans
/m/0qsbv3p,Tamil Mauritians
/m/011vl79y,Moldovans in Ukraine
/m/03qfbjq,Danish Australian
/m/02zz4n,Cape Dutch
/m/0119mjl_,Russians in Armenia
/m/0fb3hv,Seychellois Creole people
/m/03rp01,Great Sioux Nation
/m/03lnnd,Thai Americans
/m/0f0gt_,Asian people
/m/0bbx4b8,Asian people
/m/092s97,Sarakatsani
/m/05h6zx,Gurage people
/m/04ls2w,Svan people
/m/07wd84,indigenous peoples of Oceania
/m/07kgn2_,Manihar
/m/0cmc_rc,Nat caste
/m/07nmkf,Zaza people
/m/0b6j3qv,Alasha
/m/07gmr1,Isneg people
/m/0hzqlnp,Armenians in the Baltic states
/m/03w9bjf,British Indian
/m/0266mf0,Palestinian American
/m/02x3b0p,Iraqis in Norway
/m/07z0d4,Huambisa people
/m/0jt6cnh,Godala
/m/0118k6r4,Greeks in Ethiopia
/m/0_82vmf,Hunzib people
/m/026g979,Seres
/m/03ndvw,Vietnamese people
/m/024jn3,Udmurts
/m/01g3rx,Aymara
/m/02rx4fz,Cusabo people
/m/07k5rfy,Kokang people
/m/013zbt,Lhoba people
/m/04dwk_,Kuban Cossacks
/m/0j3ctw5,Akwen
/m/0gcmzs,Rufiji people
/m/0gczpt,Mwera people
/m/0260f5_,Auaké people
/m/025r_4p,Khas people
/m/04jq32s,Nepali Indian
/m/0_h1q4j,Kamëntsá
/m/09rsp90,Kurds of Khorasan
/m/0hgnkz2,Kurds in Georgia
/m/04kv_4,Menominee
/m/076z4d6,Tsawout First Nation
/m/06m2zc,Limici
/m/09wjt8,Irulas
/m/03bzxsm,Stieng people
/m/08m8rl,Korubo
/m/03qfx0,Palus people
/m/0b762kv,Afro-Russians
/m/041j3z,Chamorro people
/m/0118ljqg,Serbs in Romania
/m/0c7vnx,Tigre people
/m/04g1xy0,Siberian Bukharans
/m/02lr50,Bokelji
/m/03yj5x,Bozo people
/m/03xtry,Rai people
/m/02ql2x_,Turks in Japan
/m/0fx97,Mohave people
/m/0gg75v1,Warfalla
/m/01trr1,Suquamish tribe
/m/07vtq4,Vaccaei
/m/02783bf,Torghut
/m/05pbsvb,Dutch Surinamese
/m/01fy9g,Mongoloid
/m/0vxgq0r,Iranian Turkmen
/m/03cdw7v,Cho Ro people
/m/0c3xl7w,Uyghurs in Kazakhstan
/m/0s8xyfq,Circassians in Syria
/m/047nk3f,Shina people
/m/080hp_r,Aboriginal Canadian personalities
/m/0520x54,Adaviyar
/m/065ylb0,Afghans in Tajikistan
/m/04f0cb8,Afro-Costa Rican
/m/0gwy_rq,Afro-Guatemalan
/m/0gwz0vh,Afro Venezuelans
/m/0gvt02c,Ahar caste
/m/04gl_cs,Americans and Canadians in Chile
/m/0464f8t,Anakaza tribe
/m/04ghlyg,Andh
/m/0kvhmml,Anga people
/m/026djq6,Curonian Kings
/m/026bv71,Tongva people
/m/07g8q0,Nupe people
/m/05myn6,Kambeba
/m/09lmt0,Volga Tatars
/m/024539,Wurundjeri
/m/056qg2,Gershonite
/m/02r5fw7,Middle Angles
/m/05ss3p,Plains Apache
/m/047r776,Q'eqchi' people
/m/07gzr1,Pamlico
/m/0jztqbc,Otavalo people
/m/0118vsbn,Romani people in Romania
/m/014wq3,Hernici
/m/05tjw6,Samoyedic peoples
/m/04msn4,Snohomish tribe
/m/03d961x,Tenharim
/m/0bndn0,Chamar
/m/03hh7nt,Chocho people
/m/04q82kp,Khorchin Mongols
/m/0gcnch,Bena people
/m/01xm9d,Carians
/m/0fz6b,Hmong people
/m/012zjt,Guanches
/m/04qzj9,Polabian Slavs
/m/074qm6,Vistulans
/m/06qf6m,Miknasa
/m/04b67,Kickapoo people
/m/03cstqp,Lao Lom
/m/0dsxx0,Nyangatom people
/m/0fwwsr,Yana people
/m/01t83n,Puyallup people
/m/04ns8q,Karamanlides
/m/02sq4q,Shawnee
/m/05nnd8,Bamun people
/m/031_sd,rajput
/m/07qrs2,Acaxee
/m/05g0f1,Akan people
/m/09m6hr,Telugu people
/m/09gh0jj,Hutu
/m/06zf2k,Finno-Ugric peoples
/m/0g29nn,Welayta people
/m/0j6wj,Wiradjuri
/m/06c83b,Sino-Mauritian
/m/0ds12b4,Tidung
/m/03c3xh4,Waxhaw tribe
/m/08g67b,Adnyamathanha
/m/02czfr,Black Canadians
/m/03n28v,Afridi
/m/03cnfl,African Brazilian
/m/035lwv,Ahom people
/m/01kb9y,multiracial people
/m/03cvt2w,Kwama people
/m/0259h3,Lipan Apache people
/m/05b61bd,Somba people
/m/06dc9r,Udege people
/m/053yxv,Nogais
/m/0ftwg,Buryats
/m/073xgv,Hevelli
/m/050ct2,Abkhazians
/m/04srsy,Tewa people
/m/04czx7,Chinese Filipino
/m/0ds9z1w,Nepalis in Austria
/m/0w1d6_j,Neusiok people
/m/04s38j,Nisga’a people
/m/01ynpx,Noongar people
/m/07xkq9,Tepehucho people
/m/04gpcns,Digor people
/m/0fzt66,Limba people
/m/0d5gdp,Gbagyi people
/m/025sqhy,Mysians
/m/034d9l,Tornedalians
/m/09wq_z,Mardijker people
/m/079210,Polochans
/m/07w2rf,Zlicans
/m/02w2bkc,Albazinians
/m/02xgnm,Goshute
/m/03x_drs,Sadlermiut
/m/03jpzl,Coeur d'Alene people
/m/0cjfzn,Dilling people
/m/03y2ff,Ovambo people
/m/02dbz_,Muslims
/m/08rc0g,Solanki
/m/0cbp1r,Montaukett
/m/01p7tt,Illinois Confederation
/m/0gdrg9,Kuria people
/m/0gffcmf,Sri Lankans in Switzerland
/m/03t9jj,Sasak people
/m/0ll1t96,Amikwa people
/m/0gjn4z,Minaro
/m/05fx2y,Lao Theung
/m/0b6pgk,Cadigal
/m/05n1s8,Domba
/m/04f6h_f,Italian Chileans
/m/09gdc26,Italians of Ethiopia
/m/05f9rh3,Haha
/m/026yjwv,Mạ people
/m/0gb44n,Tongwe people
/m/0h98170,Ndaka people
/m/0x11hk1,Opici
/m/0gd_h3,Ikizu people
/m/0gc2mn,Rwa people
/m/0gb4zh,Sizaki people
/m/0bgf0m,Suba people
/m/0gc_cn,Maviha people
/m/0c_rwm,Olu'bo people
/m/013_8f,Rơ Măm people
/m/0cn7ht,Fezara people
/m/03w9x7f,Filipino New Zealanders
/m/0hn9y_y,Filipinos in China
/m/0h96k33,Filipinos in Hawaii
/m/04n4sdq,Filipinos in Indonesia
/m/0462yq1,Filipinos in Libya
/m/03wbxg_,Filipinos in Nigeria
/m/09gh0gj,Fort Bidwell Indian Community of the Fort Bidwell Reservation of California
/m/04_pmq,Gadsup people
/m/08t3p5,Genízaro
/m/0hzn4cy,German Venezuelan
/m/07k7zz4,Ghosi tribe
/m/0gytzj6,Greek settlement in the Philippines
/m/03cr5kj,Greeks in Serbia
/m/0b3zsn,Greeks in the United Kingdom
/m/02qjyyt,Gurgura
/m/0nb8kq4,Hadimu
/m/0fxmtg,Honduran Americans
/m/04f3gtt,Hong Kong people in the United Kingdom
/m/0b7b4t,Hoysala Karnataka Brahmins
/m/011b6ynz,Japanese people in China
/m/047rpsx,Japanese immigration to Mexico
/m/04gtyry,Igbo American
/m/0y7vb0c,Mestizos in Mexico
/m/02hxqz2,Ati people
/m/0fq0nr4,Antankarana
/m/096ntn,Agumba people
/m/0h3x9jr,Muria people
/m/0gh7lcc,Pensacola people
